diet_tag,region,subregion,class_flex,ingredient,ingredient_share,ingredient_type
diet_dairy_mature,spain,north,lactation_phase,wheat_middlings_25_starch,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,soybean_meal_44_cp,17.7,concentrate
diet_dairy_mature,spain,north,lactation_phase,soybean_meal_47_cp,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,soybean_hulls_12_cp,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,rapeseed_meal_00_33_cp,16.1,concentrate
diet_dairy_mature,spain,north,lactation_phase,sunflower_meal_32_cp,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,oat_hulls,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,beet_pulp_4_ash,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,molasses_beet,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,cotton_seed_whole,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,brewers_grains,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,brewery_yeast,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,sodium_bicarbonate,2.1,concentrate
diet_dairy_mature,spain,north,lactation_phase,calcium_carbonate,2.1,concentrate
diet_dairy_mature,spain,north,lactation_phase,sodium_chloride_mine_92,0.5,concentrate
diet_dairy_mature,spain,north,lactation_phase,potassium_carbonate,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,sodium_sulfate,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,Vitamin/mineral_supplement,1.5,concentrate
diet_dairy_mature,spain,north,lactation_phase,mg_oxide_calcined_magnesite,0,concentrate
diet_dairy_mature,spain,north,lactation_phase,urea,1.1,concentrate
diet_dairy_mature,spain,north,lactation_phase,mixed_calcium_soaps,0.6,concentrate
diet_dairy_mature,spain,north,lactation_phase,straw_cereals_wheat_and_barley,0,forage
diet_dairy_mature,spain,north,lactation_phase,alfalfa_hay_first,0,forage
diet_dairy_mature,spain,north,lactation_phase,ryegrass_hay_second,0,forage
diet_dairy_mature,spain,north,lactation_phase,corn_silage_25_30,60,forage
diet_dairy_mature,spain,north,lactation_phase,ryegrass_silage_second,40,forage
diet_dairy_mature,spain,north,lactation_phase,cereals_silage_wheat_barley_oat_triticale,0,forage
diet_dairy_mature,spain,north,lactation_phase,wheat_silage_25_30,0,forage
diet_dairy_mature,spain,north,lactation_phase,barley_silage_25_30,0,forage
diet_dairy_mature,spain,north,lactation_phase,oat_silage_25_30,0,forage
diet_dairy_mature,spain,north,lactation_phase,triticale_silage_25_30,0,forage
diet_dairy_mature,spain,north,lactation_phase,sorghum_silage_25_30,0,forage
diet_dairy_mature,spain,north,lactation_phase,alfalfa_silage,0,forage
diet_dairy_mature,spain,south,dry_phase,corn_national,54.26,concentrate
diet_dairy_mature,spain,south,dry_phase,corn_gluten_feed_20_5_cp,0,concentrate
diet_dairy_mature,spain,south,dry_phase,barley_2_rows_national_11_3_cp,0,concentrate
diet_dairy_mature,spain,south,dry_phase,wheat_soft_national_12_9_cp,0,concentrate
diet_dairy_mature,spain,south,dry_phase,wheat_middlings_25_starch,0,concentrate
diet_dairy_mature,spain,south,dry_phase,soybean_meal_44_cp,0,concentrate
diet_dairy_mature,spain,south,dry_phase,soybean_meal_47_cp,0,concentrate
diet_dairy_mature,spain,south,dry_phase,soybean_hulls_12_cp,0,concentrate
diet_dairy_mature,spain,south,dry_phase,rapeseed_meal_00_33_cp,38.44,concentrate
diet_dairy_mature,spain,south,dry_phase,sunflower_meal_32_cp,0,concentrate
diet_dairy_mature,spain,south,dry_phase,oat_hulls,0,concentrate
diet_dairy_mature,spain,south,dry_phase,beet_pulp_4_ash,0,concentrate
diet_dairy_mature,spain,south,dry_phase,molasses_beet,0,concentrate
diet_dairy_mature,spain,south,dry_phase,cotton_seed_whole,0,concentrate
diet_dairy_mature,spain,south,dry_phase,brewers_grains,0,concentrate
diet_dairy_mature,spain,south,dry_phase,brewery_yeast,0,concentrate
diet_dairy_mature,spain,south,dry_phase,sodium_bicarbonate,0,concentrate
diet_dairy_mature,spain,south,dry_phase,calcium_carbonate,0,concentrate
diet_dairy_mature,spain,south,dry_phase,sodium_chloride_mine_92,0,concentrate
diet_dairy_mature,spain,south,dry_phase,potassium_carbonate,0,concentrate
diet_dairy_mature,spain,south,dry_phase,sodium_sulfate,5.61,concentrate
diet_dairy_mature,spain,south,dry_phase,Vitamin/mineral_supplement,0,concentrate
diet_dairy_mature,spain,south,dry_phase,mg_oxide_calcined_magnesite,0,concentrate
diet_dairy_mature,spain,south,dry_phase,urea,1.69,concentrate
diet_dairy_mature,spain,south,dry_phase,mixed_calcium_soaps,0,concentrate
diet_dairy_mature,spain,south,dry_phase,straw_cereals_wheat_and_barley,36.6,forage
diet_dairy_mature,spain,south,dry_phase,alfalfa_hay_first,0,forage
diet_dairy_mature,spain,south,dry_phase,ryegrass_hay_second,0,forage
diet_dairy_mature,spain,south,dry_phase,corn_silage_25_30,0,forage
diet_dairy_mature,spain,south,dry_phase,ryegrass_silage_second,0,forage
diet_dairy_mature,spain,south,dry_phase,cereals_silage_wheat_barley_oat_triticale,63.4,forage
diet_dairy_mature,spain,south,dry_phase,wheat_silage_25_30,0,forage
diet_dairy_mature,spain,south,dry_phase,barley_silage_25_30,0,forage
diet_dairy_mature,spain,south,dry_phase,oat_silage_25_30,0,forage
diet_dairy_mature,spain,south,dry_phase,triticale_silage_25_30,0,forage
diet_dairy_mature,spain,south,dry_phase,sorghum_silage_25_30,0,forage
diet_dairy_mature,spain,south,dry_phase,alfalfa_silage,0,forage
diet_dairy_mature,spain,north,dry_phase,corn_national,43.2,concentrate
diet_dairy_mature,spain,north,dry_phase,corn_gluten_feed_20_5_cp,0,concentrate
diet_dairy_mature,spain,north,dry_phase,barley_2_rows_national_11_3_cp,0,concentrate
diet_dairy_mature,spain,north,dry_phase,wheat_soft_national_12_9_cp,0,concentrate
diet_dairy_mature,spain,north,dry_phase,wheat_middlings_25_starch,0,concentrate
diet_dairy_mature,spain,north,dry_phase,soybean_meal_44_cp,0,concentrate
diet_dairy_mature,spain,north,dry_phase,soybean_meal_47_cp,0,concentrate
diet_dairy_mature,spain,north,dry_phase,soybean_hulls_12_cp,0,concentrate
diet_dairy_mature,spain,north,dry_phase,rapeseed_meal_00_33_cp,56.8,concentrate
diet_dairy_mature,spain,north,dry_phase,sunflower_meal_32_cp,0,concentrate
diet_dairy_mature,spain,north,dry_phase,oat_hulls,0,concentrate
diet_dairy_mature,spain,north,dry_phase,beet_pulp_4_ash,0,concentrate
diet_dairy_mature,spain,north,dry_phase,molasses_beet,0,concentrate
diet_dairy_mature,spain,north,dry_phase,cotton_seed_whole,0,concentrate
diet_dairy_mature,spain,north,dry_phase,brewers_grains,0,concentrate
diet_dairy_mature,spain,north,dry_phase,brewery_yeast,0,concentrate
diet_dairy_mature,spain,north,dry_phase,sodium_bicarbonate,0,concentrate
diet_dairy_mature,spain,north,dry_phase,calcium_carbonate,0,concentrate
diet_dairy_mature,spain,north,dry_phase,sodium_chloride_mine_92,0,concentrate
diet_dairy_mature,spain,north,dry_phase,potassium_carbonate,0,concentrate
diet_dairy_mature,spain,north,dry_phase,sodium_sulfate,0,concentrate
diet_dairy_mature,spain,north,dry_phase,Vitamin/mineral_supplement,0,concentrate
diet_dairy_mature,spain,north,dry_phase,mg_oxide_calcined_magnesite,0,concentrate
diet_dairy_mature,spain,north,dry_phase,urea,0,concentrate
diet_dairy_mature,spain,north,dry_phase,mixed_calcium_soaps,0,concentrate
diet_dairy_mature,spain,north,dry_phase,straw_cereals_wheat_and_barley,36.6,forage
diet_dairy_mature,spain,north,dry_phase,alfalfa_hay_first,0,forage
diet_dairy_mature,spain,north,dry_phase,ryegrass_hay_second,0,forage
diet_dairy_mature,spain,north,dry_phase,corn_silage_25_30,0,forage
diet_dairy_mature,spain,north,dry_phase,ryegrass_silage_second,0,forage
diet_dairy_mature,spain,north,dry_phase,cereals_silage_wheat_barley_oat_triticale,63.4,forage
diet_dairy_mature,spain,north,dry_phase,wheat_silage_25_30,0,forage
diet_dairy_mature,spain,north,dry_phase,barley_silage_25_30,0,forage
diet_dairy_mature,spain,north,dry_phase,oat_silage_25_30,0,forage
diet_dairy_mature,spain,north,dry_phase,triticale_silage_25_30,0,forage
diet_dairy_mature,spain,north,dry_phase,sorghum_silage_25_30,0,forage
diet_dairy_mature,spain,north,dry_phase,alfalfa_silage,0,forage
