diet_tag,ingredient_type,ingredient,ingredient_share,country_of_origin,custom_yield_kg_ha
diet_dairy_mature_north_lactation_phase,forage,ryegrass_hay_second,0,,
diet_dairy_mature_north_lactation_phase,forage,corn_silage_25_30,60,,
diet_dairy_mature_north_lactation_phase,forage,ryegrass_silage_second,40,,
diet_dairy_mature_north_lactation_phase,forage,cereals_silage_wheat_barley_oat_triticale,0,,
diet_dairy_mature_north_lactation_phase,forage,wheat_silage_25_30,0,,
diet_dairy_mature_north_lactation_phase,forage,barley_silage_25_30,0,,
diet_dairy_mature_north_lactation_phase,forage,oat_silage_25_30,0,,
diet_dairy_mature_north_lactation_phase,forage,triticale_silage_25_30,0,,
diet_dairy_mature_north_lactation_phase,forage,sorghum_silage_25_30,0,,
diet_dairy_mature_north_lactation_phase,forage,alfalfa_silage,0,,
diet_dairy_mature_north_dry_phase,concentrate,corn_national,43.2,Spain,
diet_dairy_mature_north_dry_phase,concentrate,corn_gluten_feed_20_5_cp,0,,
diet_dairy_mature_north_dry_phase,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_dairy_mature_north_dry_phase,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_dairy_mature_north_dry_phase,concentrate,wheat_middlings_25_starch,0,,
diet_dairy_mature_north_dry_phase,concentrate,soybean_meal_44_cp,0,,
diet_dairy_mature_north_dry_phase,concentrate,soybean_meal_47_cp,0,,
diet_dairy_mature_north_dry_phase,concentrate,soybean_hulls_12_cp,0,,
diet_dairy_mature_north_dry_phase,concentrate,rapeseed_meal_00_33_cp,56.8,,
diet_dairy_mature_north_dry_phase,concentrate,sunflower_meal_32_cp,0,,
diet_dairy_mature_north_dry_phase,concentrate,oat_hulls,0,,
diet_dairy_mature_north_dry_phase,concentrate,beet_pulp_4_ash,0,,
diet_dairy_mature_north_dry_phase,concentrate,molasses_beet,0,,
diet_dairy_mature_north_dry_phase,concentrate,cotton_seed_whole,0,,
diet_dairy_mature_north_dry_phase,concentrate,brewers_grains,0,,
diet_dairy_mature_north_dry_phase,concentrate,brewery_yeast,0,,
diet_dairy_mature_north_dry_phase,concentrate,sodium_bicarbonate,0,,
diet_dairy_mature_north_dry_phase,concentrate,calcium_carbonate,0,,
diet_dairy_mature_north_dry_phase,concentrate,sodium_chloride_mine_92,0,,
diet_dairy_mature_north_dry_phase,concentrate,potassium_carbonate,0,,
diet_dairy_mature_north_dry_phase,concentrate,sodium_sulfate,0,,
diet_dairy_mature_north_dry_phase,concentrate,Vitamin/mineral_supplement,0,,
diet_dairy_mature_north_dry_phase,concentrate,mg_oxide_calcined_magnesite,0,,
diet_dairy_mature_north_dry_phase,concentrate,urea,0,,
diet_dairy_mature_north_dry_phase,concentrate,mixed_calcium_soaps,0,,
diet_dairy_mature_north_dry_phase,forage,straw_cereals_wheat_and_barley,36.6,,
diet_dairy_mature_north_dry_phase,forage,alfalfa_hay_first,0,,
diet_dairy_mature_north_dry_phase,forage,ryegrass_hay_second,0,,
diet_dairy_mature_north_dry_phase,forage,corn_silage_25_30,0,,
diet_dairy_mature_north_dry_phase,forage,ryegrass_silage_second,0,,
diet_dairy_mature_north_dry_phase,forage,cereals_silage_wheat_barley_oat_triticale,63.4,,
diet_dairy_mature_north_dry_phase,forage,wheat_silage_25_30,0,,
diet_dairy_mature_north_dry_phase,forage,barley_silage_25_30,0,,
diet_dairy_mature_north_dry_phase,forage,oat_silage_25_30,0,,
diet_dairy_mature_north_dry_phase,forage,triticale_silage_25_30,0,,
diet_dairy_mature_north_dry_phase,forage,sorghum_silage_25_30,0,,
diet_dairy_mature_north_dry_phase,forage,alfalfa_silage,0,,
diet_dairy_calves_replacement_south,concentrate,corn_national,60.85,Spain,
diet_dairy_calves_replacement_south,concentrate,corn_gluten_feed_20_5_cp,0,,
diet_dairy_calves_replacement_south,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_dairy_calves_replacement_south,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_dairy_calves_replacement_south,concentrate,wheat_middlings_25_starch,0,,
diet_dairy_calves_replacement_south,concentrate,soybean_meal_44_cp,0,,
diet_dairy_calves_replacement_south,concentrate,soybean_meal_47_cp,0,,
diet_dairy_calves_replacement_south,concentrate,soybean_hulls_12_cp,0,,
diet_dairy_calves_replacement_south,concentrate,rapeseed_meal_00_33_cp,32.5,,
diet_dairy_calves_replacement_south,concentrate,sunflower_meal_32_cp,0,,
diet_dairy_calves_replacement_south,concentrate,oat_hulls,0,,
diet_dairy_calves_replacement_south,concentrate,beet_pulp_4_ash,0,,
diet_dairy_calves_replacement_south,concentrate,molasses_beet,0,,
diet_dairy_calves_replacement_south,concentrate,cotton_seed_whole,0,,
diet_dairy_calves_replacement_south,concentrate,brewers_grains,0,,
diet_dairy_calves_replacement_south,concentrate,brewery_yeast,0,,
diet_dairy_calves_replacement_south,concentrate,sodium_bicarbonate,0,,
diet_dairy_calves_replacement_south,concentrate,calcium_carbonate,4.46,,
diet_dairy_calves_replacement_south,concentrate,sodium_chloride_mine_92,0.84,,
diet_dairy_calves_replacement_south,concentrate,potassium_carbonate,0,,
diet_dairy_calves_replacement_south,concentrate,sodium_sulfate,0,,
diet_dairy_calves_replacement_south,concentrate,Vitamin/mineral_supplement,0,,
diet_dairy_calves_replacement_south,concentrate,mg_oxide_calcined_magnesite,0,,
diet_dairy_calves_replacement_south,concentrate,urea,1.36,,
diet_dairy_calves_replacement_south,concentrate,mixed_calcium_soaps,0,,
diet_dairy_calves_replacement_south,forage,straw_cereals_wheat_and_barley,5.9,,
diet_dairy_calves_replacement_south,forage,alfalfa_hay_first,0,,
diet_dairy_calves_replacement_south,forage,ryegrass_hay_second,82.5,,
diet_dairy_calves_replacement_south,forage,corn_silage_25_30,0,,
diet_dairy_calves_replacement_south,forage,ryegrass_silage_second,0,,
diet_dairy_calves_replacement_south,forage,cereals_silage_wheat_barley_oat_triticale,0,,
diet_dairy_calves_replacement_south,forage,wheat_silage_25_30,0,,
diet_dairy_calves_replacement_south,forage,barley_silage_25_30,0,,
diet_dairy_calves_replacement_south,forage,oat_silage_25_30,0,,
diet_dairy_calves_replacement_south,forage,triticale_silage_25_30,0,,
diet_dairy_calves_replacement_south,forage,sorghum_silage_25_30,0,,
diet_dairy_calves_replacement_south,forage,alfalfa_silage,11.6,,
diet_dairy_yearlings_replacement_south,concentrate,corn_national,66.94,Spain,
diet_dairy_yearlings_replacement_south,concentrate,corn_gluten_feed_20_5_cp,0,,
diet_dairy_yearlings_replacement_south,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_dairy_yearlings_replacement_south,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_dairy_yearlings_replacement_south,concentrate,wheat_middlings_25_starch,0,,
diet_dairy_yearlings_replacement_south,concentrate,soybean_meal_44_cp,0,,
diet_dairy_yearlings_replacement_south,concentrate,soybean_meal_47_cp,24.12,,
diet_dairy_yearlings_replacement_south,concentrate,soybean_hulls_12_cp,0,,
diet_dairy_yearlings_replacement_south,concentrate,rapeseed_meal_00_33_cp,0,,
diet_dairy_yearlings_replacement_south,concentrate,sunflower_meal_32_cp,0,,
diet_dairy_yearlings_replacement_south,concentrate,oat_hulls,0,,
diet_dairy_yearlings_replacement_south,concentrate,beet_pulp_4_ash,0,,
diet_dairy_yearlings_replacement_south,concentrate,molasses_beet,0,,
diet_dairy_yearlings_replacement_south,concentrate,cotton_seed_whole,0,,
diet_dairy_yearlings_replacement_south,concentrate,brewers_grains,0,,
diet_dairy_yearlings_replacement_south,concentrate,brewery_yeast,0,,
diet_dairy_yearlings_replacement_south,concentrate,sodium_bicarbonate,2.74,,
diet_dairy_yearlings_replacement_south,concentrate,calcium_carbonate,3.36,,
diet_dairy_yearlings_replacement_south,concentrate,sodium_chloride_mine_92,1.26,,
diet_dairy_yearlings_replacement_south,concentrate,potassium_carbonate,0,,
diet_dairy_yearlings_replacement_south,concentrate,sodium_sulfate,0,,
diet_dairy_yearlings_replacement_south,concentrate,Vitamin/mineral_supplement,0,,
diet_dairy_yearlings_replacement_south,concentrate,mg_oxide_calcined_magnesite,0,,
diet_dairy_yearlings_replacement_south,concentrate,urea,1.59,,
diet_dairy_yearlings_replacement_south,concentrate,mixed_calcium_soaps,0,,
diet_dairy_yearlings_replacement_south,forage,straw_cereals_wheat_and_barley,9.4,,
diet_dairy_yearlings_replacement_south,forage,alfalfa_hay_first,0,,
diet_dairy_yearlings_replacement_south,forage,ryegrass_hay_second,79,,
diet_dairy_yearlings_replacement_south,forage,corn_silage_25_30,0,,
diet_dairy_yearlings_replacement_south,forage,ryegrass_silage_second,0,,
diet_dairy_yearlings_replacement_south,forage,cereals_silage_wheat_barley_oat_triticale,0,,
diet_dairy_yearlings_replacement_south,forage,wheat_silage_25_30,0,,
diet_dairy_yearlings_replacement_south,forage,barley_silage_25_30,0,,
diet_dairy_yearlings_replacement_south,forage,oat_silage_25_30,0,,
diet_dairy_yearlings_replacement_south,forage,triticale_silage_25_30,0,,
diet_dairy_yearlings_replacement_south,forage,sorghum_silage_25_30,0,,
diet_dairy_yearlings_replacement_south,forage,alfalfa_silage,11.6,,
diet_dairy_mature_south_lactation_phase,concentrate,corn_national,44.85,Spain,
diet_dairy_mature_south_lactation_phase,concentrate,corn_gluten_feed_20_5_cp,0,,
diet_dairy_mature_south_lactation_phase,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_dairy_mature_south_lactation_phase,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_dairy_mature_south_lactation_phase,concentrate,wheat_middlings_25_starch,0,,
diet_dairy_mature_south_lactation_phase,concentrate,soybean_meal_44_cp,17.12,,
diet_dairy_mature_south_lactation_phase,concentrate,soybean_meal_47_cp,0,,
diet_dairy_mature_south_lactation_phase,concentrate,soybean_hulls_12_cp,0,,
diet_dairy_mature_south_lactation_phase,concentrate,rapeseed_meal_00_33_cp,28.71,,
diet_dairy_mature_south_lactation_phase,concentrate,sunflower_meal_32_cp,0,,
diet_dairy_mature_south_lactation_phase,concentrate,oat_hulls,0,,
diet_dairy_mature_south_lactation_phase,concentrate,beet_pulp_4_ash,0,,
diet_dairy_mature_south_lactation_phase,concentrate,molasses_beet,0,,
diet_dairy_mature_south_lactation_phase,concentrate,cotton_seed_whole,0,,
diet_dairy_mature_south_lactation_phase,concentrate,brewers_grains,0,,
diet_dairy_mature_south_lactation_phase,concentrate,brewery_yeast,0,,
diet_dairy_mature_south_lactation_phase,concentrate,sodium_bicarbonate,2.26,,
diet_dairy_mature_south_lactation_phase,concentrate,calcium_carbonate,2.11,,
diet_dairy_mature_south_lactation_phase,concentrate,sodium_chloride_mine_92,0.42,,
diet_dairy_mature_south_lactation_phase,concentrate,potassium_carbonate,0.94,,
diet_dairy_mature_south_lactation_phase,concentrate,sodium_sulfate,0,,
diet_dairy_mature_south_lactation_phase,concentrate,Vitamin/mineral_supplement,1.12,,
diet_dairy_mature_south_lactation_phase,concentrate,mg_oxide_calcined_magnesite,0.34,,
diet_dairy_mature_south_lactation_phase,concentrate,urea,1.01,,
diet_dairy_mature_south_lactation_phase,concentrate,mixed_calcium_soaps,1.13,,
diet_dairy_mature_south_lactation_phase,forage,straw_cereals_wheat_and_barley,0,,
diet_dairy_mature_south_lactation_phase,forage,alfalfa_hay_first,0,,
diet_dairy_mature_south_lactation_phase,forage,ryegrass_hay_second,0,,
diet_dairy_mature_south_lactation_phase,forage,corn_silage_25_30,71.4,,
diet_dairy_mature_south_lactation_phase,forage,ryegrass_silage_second,0,,
diet_dairy_mature_south_lactation_phase,forage,cereals_silage_wheat_barley_oat_triticale,28.6,,
diet_dairy_mature_south_lactation_phase,forage,wheat_silage_25_30,0,,
diet_dairy_mature_south_lactation_phase,forage,barley_silage_25_30,0,,
diet_dairy_mature_south_lactation_phase,forage,oat_silage_25_30,0,,
diet_dairy_mature_south_lactation_phase,forage,triticale_silage_25_30,0,,
diet_dairy_mature_south_lactation_phase,forage,sorghum_silage_25_30,0,,
diet_dairy_mature_south_lactation_phase,forage,alfalfa_silage,0,,
diet_dairy_mature_south_dry_phase,concentrate,corn_national,54.26,Spain,
diet_dairy_mature_south_dry_phase,concentrate,corn_gluten_feed_20_5_cp,0,,
diet_dairy_mature_south_dry_phase,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_dairy_mature_south_dry_phase,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_dairy_mature_south_dry_phase,concentrate,wheat_middlings_25_starch,0,,
diet_dairy_mature_south_dry_phase,concentrate,soybean_meal_44_cp,0,,
diet_dairy_mature_south_dry_phase,concentrate,soybean_meal_47_cp,0,,
diet_dairy_mature_south_dry_phase,concentrate,soybean_hulls_12_cp,0,,
diet_dairy_mature_south_dry_phase,concentrate,rapeseed_meal_00_33_cp,38.44,,
diet_dairy_mature_south_dry_phase,concentrate,sunflower_meal_32_cp,0,,
diet_dairy_mature_south_dry_phase,concentrate,oat_hulls,0,,
diet_dairy_mature_south_dry_phase,concentrate,beet_pulp_4_ash,0,,
diet_dairy_mature_south_dry_phase,concentrate,molasses_beet,0,,
diet_dairy_mature_south_dry_phase,concentrate,cotton_seed_whole,0,,
diet_dairy_mature_south_dry_phase,concentrate,brewers_grains,0,,
diet_dairy_mature_south_dry_phase,concentrate,brewery_yeast,0,,
diet_dairy_mature_south_dry_phase,concentrate,sodium_bicarbonate,0,,
diet_dairy_mature_south_dry_phase,concentrate,calcium_carbonate,0,,
diet_dairy_mature_south_dry_phase,concentrate,sodium_chloride_mine_92,0,,
diet_dairy_mature_south_dry_phase,concentrate,potassium_carbonate,0,,
diet_dairy_mature_south_dry_phase,concentrate,sodium_sulfate,5.61,,
diet_dairy_mature_south_dry_phase,concentrate,Vitamin/mineral_supplement,0,,
diet_dairy_mature_south_dry_phase,concentrate,mg_oxide_calcined_magnesite,0,,
diet_dairy_mature_south_dry_phase,concentrate,urea,1.69,,
diet_dairy_mature_south_dry_phase,concentrate,mixed_calcium_soaps,0,,
diet_dairy_mature_south_dry_phase,forage,straw_cereals_wheat_and_barley,36.6,,
diet_dairy_mature_south_dry_phase,forage,alfalfa_hay_first,0,,
diet_dairy_mature_south_dry_phase,forage,ryegrass_hay_second,0,,
diet_dairy_mature_south_dry_phase,forage,corn_silage_25_30,0,,
diet_dairy_mature_south_dry_phase,forage,ryegrass_silage_second,0,,
diet_dairy_mature_south_dry_phase,forage,cereals_silage_wheat_barley_oat_triticale,63.4,,
diet_dairy_mature_south_dry_phase,forage,wheat_silage_25_30,0,,
diet_dairy_mature_south_dry_phase,forage,barley_silage_25_30,0,,
diet_dairy_mature_south_dry_phase,forage,oat_silage_25_30,0,,
diet_dairy_mature_south_dry_phase,forage,triticale_silage_25_30,0,,
diet_dairy_mature_south_dry_phase,forage,sorghum_silage_25_30,0,,
diet_dairy_mature_south_dry_phase,forage,alfalfa_silage,0,,
diet_beef_calves_slaughter_dehesa,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_beef_calves_slaughter_dehesa,concentrate,soybean_meal_44_cp,0,,
diet_beef_calves_slaughter_dehesa,concentrate,soybean_meal_47_cp,0,,
diet_beef_calves_slaughter_dehesa,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_beef_calves_slaughter_dehesa,concentrate,corn_national,0,Spain,
diet_beef_calves_slaughter_dehesa,concentrate,wheypowder_acid,0,,
diet_beef_calves_slaughter_dehesa,concentrate,corn_gluten_feed_19_cp,0,,
diet_beef_calves_slaughter_dehesa,concentrate,forage_meal_mix_12_5_cp,0,,
diet_beef_calves_slaughter_dehesa,concentrate,sunflower_meal_28_cp,0,,
diet_beef_calves_slaughter_dehesa,concentrate,sunflower_meal_expeller_34_cp,0,,
diet_beef_calves_slaughter_dehesa,concentrate,soybean_hulls_12_cp,0,,
diet_beef_calves_slaughter_dehesa,concentrate,corn_heat_processed_national,0,Spain,
diet_beef_calves_slaughter_dehesa,concentrate,molasses_sugarcane,0,,
diet_beef_calves_slaughter_dehesa,concentrate,wheat_bran_20_starch,0,,
diet_beef_calves_slaughter_dehesa,concentrate,carob_bean,0,,
diet_beef_calves_slaughter_dehesa,concentrate,beet_pulp_4_ash,0,,
diet_beef_calves_slaughter_dehesa,concentrate,palm_oil,0,,
diet_beef_calves_slaughter_dehesa,concentrate,butterfat,0,,
diet_beef_calves_slaughter_dehesa,concentrate,mixed_calcium_soaps,0,,
diet_beef_calves_slaughter_dehesa,concentrate,calcium_carbonate,0,,
diet_beef_calves_slaughter_dehesa,concentrate,field_pea_heat_processed,0,,
diet_beef_calves_slaughter_dehesa,concentrate,dicalcium_phosphate_dihydrated,0,,
diet_beef_calves_slaughter_dehesa,concentrate,sodium_chloride_mine_92,0,,
diet_beef_calves_slaughter_dehesa,concentrate,sodium_bicarbonate,0,,
diet_beef_calves_slaughter_dehesa,concentrate,brewery_yeast,0,,
diet_beef_calves_slaughter_dehesa,concentrate,sodium_butyrate,0,,
diet_beef_calves_slaughter_dehesa,concentrate,mycotoxin_adsorbent,0,,
diet_beef_calves_slaughter_dehesa,concentrate,ammonium_chloride,0,,
diet_beef_calves_slaughter_dehesa,concentrate,aroma,0,,
diet_beef_calves_slaughter_dehesa,concentrate,Vitamin/mineral_supplement,0,,
diet_beef_calves_slaughter_dehesa,forage,ryegrass_fresh_third,0,,
diet_beef_calves_slaughter_dehesa,forage,vetch_hay_third,0,,
diet_beef_calves_slaughter_dehesa,forage,ryegrass_fresh_first,0,,
diet_beef_calves_slaughter_dehesa,forage,grass_silage_third,0,,
diet_beef_calves_slaughter_dehesa,forage,ryegrass_hay_fourth,0,,
diet_beef_calves_slaughter_dehesa,forage,ryegrass_fresh_second,0,,
diet_beef_calves_slaughter_dehesa,milk,cow_breast_milk,100,,
diet_beef_calves_slaughter_mountain,concentrate,barley_2_rows_national_11_3_cp,7.64,Spain,
diet_beef_calves_slaughter_mountain,concentrate,soybean_meal_44_cp,0,,
diet_beef_calves_slaughter_mountain,concentrate,soybean_meal_47_cp,11.85,,
diet_beef_calves_slaughter_mountain,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_beef_calves_slaughter_mountain,concentrate,corn_national,34.96,Spain,
diet_beef_calves_slaughter_mountain,concentrate,wheypowder_acid,0,,
diet_beef_calves_slaughter_mountain,concentrate,corn_gluten_feed_19_cp,13.06,,
diet_beef_calves_slaughter_mountain,concentrate,forage_meal_mix_12_5_cp,0,,
diet_beef_calves_slaughter_mountain,concentrate,sunflower_meal_28_cp,0,,
diet_beef_calves_slaughter_mountain,concentrate,sunflower_meal_expeller_34_cp,3.06,,
diet_beef_calves_slaughter_mountain,concentrate,soybean_hulls_12_cp,0,,
diet_beef_calves_slaughter_mountain,concentrate,corn_heat_processed_national,6.85,Spain,
diet_beef_calves_slaughter_mountain,concentrate,molasses_sugarcane,0,,
diet_beef_calves_slaughter_mountain,concentrate,wheat_bran_20_starch,11.71,,
diet_beef_calves_slaughter_mountain,concentrate,carob_bean,2.89,,
diet_beef_calves_slaughter_mountain,concentrate,beet_pulp_4_ash,1.53,,
diet_beef_calves_slaughter_mountain,concentrate,palm_oil,2.92,,
diet_beef_calves_slaughter_mountain,concentrate,butterfat,0,,
diet_beef_calves_slaughter_mountain,concentrate,mixed_calcium_soaps,0,,
diet_beef_calves_slaughter_mountain,concentrate,calcium_carbonate,2.02,,
diet_beef_calves_slaughter_mountain,concentrate,field_pea_heat_processed,0,,
diet_beef_calves_slaughter_mountain,concentrate,dicalcium_phosphate_dihydrated,0,,
diet_beef_calves_slaughter_mountain,concentrate,sodium_chloride_mine_92,0.29,,
diet_beef_calves_slaughter_mountain,concentrate,sodium_bicarbonate,0,,
diet_beef_calves_slaughter_mountain,concentrate,brewery_yeast,0.08,,
diet_beef_calves_slaughter_mountain,concentrate,sodium_butyrate,0.17,,
diet_beef_calves_slaughter_mountain,concentrate,mycotoxin_adsorbent,0.11,,
diet_beef_calves_slaughter_mountain,concentrate,ammonium_chloride,0.1,,
diet_beef_calves_slaughter_mountain,concentrate,aroma,0.07,,
