Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,116,Cambodia,5412,Yield,1970,Unmanufactured tobacco,2024,2024,kg/ha,2262.9,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1343,Apricots,2024,2024,kg/ha,5351.1,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1311,Avocados,2024,2024,kg/ha,4472.1,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1708,"Bambara beans, dry",2024,2024,kg/ha,1273.7,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1312,Bananas,2024,2024,kg/ha,12979.6,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1701,"Beans, dry",2024,2024,kg/ha,1293.2,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1702,"Broad beans and horse beans, dry",2024,2024,kg/ha,1413,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1212,Cabbages,2024,2024,kg/ha,25998,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1229,Cantaloupes and other melons,2024,2024,kg/ha,9629.9,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1520.01,"Cassava, fresh",2024,2024,kg/ha,14261.5,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1373,"Chestnuts, in shell",2024,2024,kg/ha,1005.5,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1691,Chicory roots,2024,2024,kg/ha,20053.1,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2024,2024,kg/ha,2652,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2024,2024,kg/ha,2102.5,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1640,Cocoa beans,2024,2024,kg/ha,498.3,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1460,"Coconuts, in shell",2024,2024,kg/ha,2995.1,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1610,"Coffee, green",2024,2024,kg/ha,549,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1706,"Cow peas, dry",2024,2024,kg/ha,450.8,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1232,Cucumbers and gherkins,2024,2024,kg/ha,947.2,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1314,Dates,2024,2024,kg/ha,3627.4,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2024,2024,kg/ha,9043.4,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1233,Eggplants (aubergines),2024,2024,kg/ha,6904.9,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1315,Figs,2024,2024,kg/ha,2771.1,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1657,"Ginger, raw",2024,2024,kg/ha,10370,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,142,"Groundnuts, excluding shelled",2024,2024,kg/ha,1000,X,Figure from external organization,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1374,"Hazelnuts, in shell",2024,2024,kg/ha,1119.3,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1922.01,"Jute, raw or retted",2024,2024,kg/ha,371.6,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1379.02,Kola nuts,2024,2024,kg/ha,452.6,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1254,Leeks and other alliaceous vegetables,2024,2024,kg/ha,4994.5,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,112,Maize (corn),2024,2024,kg/ha,1833.3,X,Figure from external organization,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1316,"Mangoes, guavas and mangosteens",2024,2024,kg/ha,5906.7,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1449.01,Melonseed,2024,2024,kg/ha,361.3,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,118,Millet,2024,2024,kg/ha,1388.9,X,Figure from external organization,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1950.01,Natural rubber in primary forms,2024,2024,kg/ha,771.7,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1491.01,Oil palm fruit,2024,2024,kg/ha,13159.2,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1239.01,Okra,2024,2024,kg/ha,2352.3,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2024,2024,kg/ha,8818.2,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1241.9,"Other beans, green",2024,2024,kg/ha,5567.6,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1329,"Other citrus fruit, n.e.c.",2024,2024,kg/ha,11351.4,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1359.9,"Other fruits, n.e.c.",2024,2024,kg/ha,6404.4,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2024,2024,kg/ha,1000.7,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1449.9,"Other oil seeds, n.e.c.",2024,2024,kg/ha,1270.6,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1709.9,Other pulses n.e.c.,2024,2024,kg/ha,1299.3,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1349.2,Other stone fruits,2024,2024,kg/ha,4883,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2024,2024,kg/ha,11326.9,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1317,Papayas,2024,2024,kg/ha,15208,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1345,Peaches and nectarines,2024,2024,kg/ha,6514,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1651,"Pepper (Piper spp.), raw",2024,2024,kg/ha,350.5,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1318,Pineapples,2024,2024,kg/ha,25848,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1313,Plantains and cooking bananas,2024,2024,kg/ha,8645.8,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1346,Plums and sloes,2024,2024,kg/ha,4879.9,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1321,Pomelos and grapefruits,2024,2024,kg/ha,11223.7,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1510,Potatoes,2024,2024,kg/ha,10617.1,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1235,"Pumpkins, squash and gourds",2024,2024,kg/ha,1169.5,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,113,Rice,2024,2024,kg/ha,2159.9,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1921.01,"Seed cotton, unginned",2024,2024,kg/ha,2143.7,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1444,Sesame seed,2024,2024,kg/ha,1250,X,Figure from external organization,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,114,Sorghum,2024,2024,kg/ha,1621.6,X,Figure from external organization,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,141,Soya beans,2024,2024,kg/ha,1753.1,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1802,Sugar cane,2024,2024,kg/ha,61699.1,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1530,Sweet potatoes,2024,2024,kg/ha,6780.2,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1550,Taro,2024,2024,kg/ha,7771.2,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1620,Tea leaves,2024,2024,kg/ha,10418.2,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1234,Tomatoes,2024,2024,kg/ha,19358,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1970,Unmanufactured tobacco,2024,2024,kg/ha,1490.8,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1221,Watermelons,2024,2024,kg/ha,15033.5,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,111,Wheat,2024,2024,kg/ha,1337,E,Estimated value,
QCL,Crops and livestock products,120,Cameroon,5412,Yield,1540,Yams,2024,2024,kg/ha,6728.1,E,Estimated value,
QCL,Crops and livestock products,124,Canada,5412,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2024,2024,kg/ha,848.2,E,Estimated value,
QCL,Crops and livestock products,124,Canada,5412,Yield,1341,Apples,2024,2024,kg/ha,24835.6,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1343,Apricots,2024,2024,kg/ha,4137.1,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1211,Asparagus,2024,2024,kg/ha,4583,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,115,Barley,2024,2024,kg/ha,3401.7,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1701,"Beans, dry",2024,2024,kg/ha,2654.2,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1355.01,Blueberries,2024,2024,kg/ha,3613.6,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1192,Buckwheat,2024,2024,kg/ha,1153.6,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1212,Cabbages,2024,2024,kg/ha,29654.5,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1195,Canary seed,2024,2024,kg/ha,1573.9,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1229,Cantaloupes and other melons,2024,2024,kg/ha,28219.1,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1251,Carrots and turnips,2024,2024,kg/ha,44250.2,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1213,Cauliflowers and broccoli,2024,2024,kg/ha,12371.7,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1344.02,Cherries,2024,2024,kg/ha,6313.5,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1703,"Chick peas, dry",2024,2024,kg/ha,1477.4,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2024,2024,kg/ha,28430.4,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1355.02,Cranberries,2024,2024,kg/ha,26650.3,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1232,Cucumbers and gherkins,2024,2024,kg/ha,26335.2,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1330,Grapes,2024,2024,kg/ha,8988.7,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1290.01,Green corn (maize),2024,2024,kg/ha,12367.1,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1252,Green garlic,2024,2024,kg/ha,2247.8,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1449.02,Hempseed,2024,2024,kg/ha,1210.4,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1352,Kiwi fruit,2024,2024,kg/ha,6783.3,E,Estimated value,
QCL,Crops and livestock products,124,Canada,5412,Yield,1254,Leeks and other alliaceous vegetables,2024,2024,kg/ha,22012.2,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1704,"Lentils, dry",2024,2024,kg/ha,1436.3,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1214,Lettuce and chicory,2024,2024,kg/ha,22490.4,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1441,Linseed,2024,2024,kg/ha,1280.9,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,112,Maize (corn),2024,2024,kg/ha,10587.8,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1199.02,Mixed grain,2024,2024,kg/ha,2462.1,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1442,Mustard seed,2024,2024,kg/ha,792.3,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,117,Oats,2024,2024,kg/ha,3380.5,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2024,2024,kg/ha,47203.8,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1241.9,"Other beans, green",2024,2024,kg/ha,7047.5,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1929.9,"Other fibre crops, raw, n.e.c.",2024,2024,kg/ha,1291.2,E,Estimated value,
QCL,Crops and livestock products,124,Canada,5412,Yield,1449.9,"Other oil seeds, n.e.c.",2024,2024,kg/ha,323.2,E,Estimated value,
QCL,Crops and livestock products,124,Canada,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2024,2024,kg/ha,25442.1,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1345,Peaches and nectarines,2024,2024,kg/ha,9704.8,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1342.01,Pears,2024,2024,kg/ha,12419.1,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1705,"Peas, dry",2024,2024,kg/ha,2340.4,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1242,"Peas, green",2024,2024,kg/ha,4622.4,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1346,Plums and sloes,2024,2024,kg/ha,7786.2,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1510,Potatoes,2024,2024,kg/ha,41658.1,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1235,"Pumpkins, squash and gourds",2024,2024,kg/ha,17416.7,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1443,Rape or colza seed,2024,2024,kg/ha,2175,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1353.01,Raspberries,2024,2024,kg/ha,4895.1,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,116,Rye,2024,2024,kg/ha,3597.6,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1344.01,Sour cherries,2024,2024,kg/ha,5440.2,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,141,Soya beans,2024,2024,kg/ha,3305.4,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1215,Spinach,2024,2024,kg/ha,9531.2,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1354,Strawberries,2024,2024,kg/ha,9585.3,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1801,Sugar beet,2024,2024,kg/ha,78955.6,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1445,Sunflower seed,2024,2024,kg/ha,2129.4,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1234,Tomatoes,2024,2024,kg/ha,89079.6,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1191,Triticale,2024,2024,kg/ha,3183.4,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,1970,Unmanufactured tobacco,2024,2024,kg/ha,2836.1,E,Estimated value,
QCL,Crops and livestock products,124,Canada,5412,Yield,1221,Watermelons,2024,2024,kg/ha,44246.4,A,Official figure,
QCL,Crops and livestock products,124,Canada,5412,Yield,111,Wheat,2024,2024,kg/ha,3373.9,A,Official figure,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1311,Avocados,2024,2024,kg/ha,7295,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1312,Bananas,2024,2024,kg/ha,2726.7,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1520.01,"Cassava, fresh",2024,2024,kg/ha,6744,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2024,2024,kg/ha,1568.4,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1640,Cocoa beans,2024,2024,kg/ha,51.5,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1610,"Coffee, green",2024,2024,kg/ha,344.3,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,142,"Groundnuts, excluding shelled",2024,2024,kg/ha,2984.1,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1922.02,"Kenaf, and other textile bast fibres, raw or retted",2024,2024,kg/ha,210.7,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1322,Lemons and limes,2024,2024,kg/ha,5399.6,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,112,Maize (corn),2024,2024,kg/ha,740.7,X,Figure from external organization,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1316,"Mangoes, guavas and mangosteens",2024,2024,kg/ha,4754.4,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1449.01,Melonseed,2024,2024,kg/ha,664.5,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,118,Millet,2024,2024,kg/ha,1000,X,Figure from external organization,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1950.01,Natural rubber in primary forms,2024,2024,kg/ha,1265,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1491.01,Oil palm fruit,2024,2024,kg/ha,9482.3,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1323,Oranges,2024,2024,kg/ha,4671,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1449.9,"Other oil seeds, n.e.c.",2024,2024,kg/ha,504.3,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1709.9,Other pulses n.e.c.,2024,2024,kg/ha,1016.3,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2024,2024,kg/ha,8403.7,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1318,Pineapples,2024,2024,kg/ha,4380.1,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1313,Plantains and cooking bananas,2024,2024,kg/ha,873.5,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1321,Pomelos and grapefruits,2024,2024,kg/ha,7574.9,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1510,Potatoes,2024,2024,kg/ha,1078.9,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1235,"Pumpkins, squash and gourds",2024,2024,kg/ha,287.6,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,113,Rice,2024,2024,kg/ha,1362.4,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1921.01,"Seed cotton, unginned",2024,2024,kg/ha,434.9,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1444,Sesame seed,2024,2024,kg/ha,4869.5,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1929.05,"Sisal, raw",2024,2024,kg/ha,199.8,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,114,Sorghum,2024,2024,kg/ha,500,X,Figure from external organization,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1802,Sugar cane,2024,2024,kg/ha,6825.5,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1550,Taro,2024,2024,kg/ha,2789.6,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1970,Unmanufactured tobacco,2024,2024,kg/ha,874.7,E,Estimated value,
QCL,Crops and livestock products,140,Central African Republic,5412,Yield,1540,Yams,2024,2024,kg/ha,6517.7,E,Estimated value,
QCL,Crops and livestock products,148,Chad,5412,Yield,1701,"Beans, dry",2024,2024,kg/ha,642.4,A,Official figure,
QCL,Crops and livestock products,148,Chad,5412,Yield,1520.01,"Cassava, fresh",2024,2024,kg/ha,8540.5,A,Official figure,
QCL,Crops and livestock products,148,Chad,5412,Yield,1199.9,Cereals n.e.c.,2024,2024,kg/ha,1146.4,A,Official figure,
QCL,Crops and livestock products,148,Chad,5412,Yield,1314,Dates,2024,2024,kg/ha,2048.5,E,Estimated value,
QCL,Crops and livestock products,148,Chad,5412,Yield,142,"Groundnuts, excluding shelled",2024,2024,kg/ha,916.3,A,Official figure,
QCL,Crops and livestock products,148,Chad,5412,Yield,112,Maize (corn),2024,2024,kg/ha,1272.8,A,Official figure,
QCL,Crops and livestock products,148,Chad,5412,Yield,1316,"Mangoes, guavas and mangosteens",2024,2024,kg/ha,4185,E,Estimated value,
QCL,Crops and livestock products,148,Chad,5412,Yield,1449.01,Melonseed,2024,2024,kg/ha,684.3,E,Estimated value,
QCL,Crops and livestock products,148,Chad,5412,Yield,118,Millet,2024,2024,kg/ha,535.4,A,Official figure,
QCL,Crops and livestock products,148,Chad,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2024,2024,kg/ha,13139.5,E,Estimated value,
QCL,Crops and livestock products,148,Chad,5412,Yield,1359.9,"Other fruits, n.e.c.",2024,2024,kg/ha,3958.3,E,Estimated value,
QCL,Crops and livestock products,148,Chad,5412,Yield,1709.9,Other pulses n.e.c.,2024,2024,kg/ha,866.7,E,Estimated value,
QCL,Crops and livestock products,148,Chad,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2024,2024,kg/ha,9751.9,E,Estimated value,
QCL,Crops and livestock products,148,Chad,5412,Yield,1510,Potatoes,2024,2024,kg/ha,9119.5,E,Estimated value,
QCL,Crops and livestock products,148,Chad,5412,Yield,113,Rice,2024,2024,kg/ha,1350.7,A,Official figure,
QCL,Crops and livestock products,148,Chad,5412,Yield,1921.01,"Seed cotton, unginned",2024,2024,kg/ha,588.2,E,Estimated value,
QCL,Crops and livestock products,148,Chad,5412,Yield,1444,Sesame seed,2024,2024,kg/ha,509.3,A,Official figure,
QCL,Crops and livestock products,148,Chad,5412,Yield,114,Sorghum,2024,2024,kg/ha,716.2,A,Official figure,
QCL,Crops and livestock products,148,Chad,5412,Yield,1802,Sugar cane,2024,2024,kg/ha,91588.5,E,Estimated value,
QCL,Crops and livestock products,148,Chad,5412,Yield,1530,Sweet potatoes,2024,2024,kg/ha,5971.1,A,Official figure,
QCL,Crops and livestock products,148,Chad,5412,Yield,1550,Taro,2024,2024,kg/ha,5158.3,A,Official figure,
QCL,Crops and livestock products,148,Chad,5412,Yield,1970,Unmanufactured tobacco,2024,2024,kg/ha,1213,E,Estimated value,
QCL,Crops and livestock products,148,Chad,5412,Yield,111,Wheat,2024,2024,kg/ha,1628.2,A,Official figure,
QCL,Crops and livestock products,152,Chile,5412,Yield,1371,"Almonds, in shell",2024,2024,kg/ha,5522.8,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1341,Apples,2024,2024,kg/ha,51975.1,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1343,Apricots,2024,2024,kg/ha,9520.9,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1216,Artichokes,2024,2024,kg/ha,7649.5,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1211,Asparagus,2024,2024,kg/ha,5414,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1311,Avocados,2024,2024,kg/ha,5490,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,115,Barley,2024,2024,kg/ha,7491.8,A,Official figure,
QCL,Crops and livestock products,152,Chile,5412,Yield,1701,"Beans, dry",2024,2024,kg/ha,1747.1,A,Official figure,
QCL,Crops and livestock products,152,Chile,5412,Yield,1355.01,Blueberries,2024,2024,kg/ha,6925.4,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1243,"Broad beans and horse beans, green",2024,2024,kg/ha,8080.3,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1212,Cabbages,2024,2024,kg/ha,26990.1,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1229,Cantaloupes and other melons,2024,2024,kg/ha,14279.5,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1251,Carrots and turnips,2024,2024,kg/ha,40114.7,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1213,Cauliflowers and broccoli,2024,2024,kg/ha,19796.8,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1344.02,Cherries,2024,2024,kg/ha,7808.9,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1373,"Chestnuts, in shell",2024,2024,kg/ha,2443.4,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1703,"Chick peas, dry",2024,2024,kg/ha,212.5,A,Official figure,
QCL,Crops and livestock products,152,Chile,5412,Yield,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2024,2024,kg/ha,36697.5,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1232,Cucumbers and gherkins,2024,2024,kg/ha,21828.6,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1351.01,Currants,2024,2024,kg/ha,5000,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1315,Figs,2024,2024,kg/ha,1949.3,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1929.01,"Flax, raw or retted",2024,2024,kg/ha,1069,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1330,Grapes,2024,2024,kg/ha,14741.9,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1290.01,Green corn (maize),2024,2024,kg/ha,15001.9,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1252,Green garlic,2024,2024,kg/ha,9746.6,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1374,"Hazelnuts, in shell",2024,2024,kg/ha,1487.4,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1449.02,Hempseed,2024,2024,kg/ha,662.5,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1922.02,"Kenaf, and other textile bast fibres, raw or retted",2024,2024,kg/ha,852.8,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1352,Kiwi fruit,2024,2024,kg/ha,25124.4,E,Estimated value,
QCL,Crops and livestock products,152,Chile,5412,Yield,1322,Lemons and limes,2024,2024,kg/ha,27892.4,E,Estimated value,
